id;serie;popolo;nome;foto;video_rot;video_gim1;video_gim2;video_gim3;foto_ogg;nome_ogg;fronte_carta;retro_carta;descrizione;provenienza;collezione_standard;personaggio_posseduto;accessorio_posseduto;carta_posseduta
190;III Serie;Popolo dell'Aria;Mistica Falena;misticafalena_s3_prova.png;;;;;;;misticafalena_s3.png;retro_s3.png;;Bustina Edicola|Bustina Giocheria|Blister;1;0;0;0
191;III Serie;Popolo dell'Aria;Beccoduro;beccoduro_s3_prova.png;;;;;;;beccoduro_s3.png;retro_s3.png;;Bustina Edicola|Bustina Giocheria|Blister;1;0;0;0
192;III Serie;Popolo dell'Aria;Dragon;dragon_s3_prova.png;;;;;;;dragon_s3.png;retro_s3.png;;Bustina Giocheria|Blister;1;0;0;0
193;III Serie;Popolo dell'Aria;Crudelion;crudelion_s3_prova.png;;;;;;;crudelion_s3.png;retro_s3.png;;Bustina Edicola;1;0;0;0
194;III Serie;Popolo dell'Aria;Magufo;magufo_s3_prova.png;;;;;;;magufo_s3.png;retro_s3.png;;Magic Egg|Playset;1;0;0;0
195;III Serie;Popolo del Vulcano;Armageddon;armageddon_s3_prova.png;;;;;;;armageddon_s3.png;retro_s3.png;;Bustina Edicola|Bustina Giocheria|Blister;1;0;0;0
196;III Serie;Popolo del Vulcano;Navus;navus_s3_prova.png;;;;;;;navus_s3.png;retro_s3.png;;Bustina Edicola|Bustina Giocheria|Blister;1;0;0;0
197;III Serie;Popolo del Vulcano;Skorpions;skorpios_s3_prova.png;;;;;;;skorpions_s3.png;retro_s3.png;;Bustina Edicola|Bustina Giocheria|Blister;1;0;0;0
198;III Serie;Popolo del Vulcano;Forgius;forgius_s3_prova.png;;;;;;;forgius_s3.png;retro_s3.png;;Bustina Giocheria|Blister;1;0;0;0
199;III Serie;Popolo del Vulcano;Sentinel;sentinel_s3_prova.png;;;;;;;sentinel_s3.png;retro_s3.png;;Bustina Edicola;1;0;0;0
200;III Serie;Popolo del Vulcano;Brags;brags_s3_prova.png;;;;;;;brags_s3.png;retro_s3.png;;Magic Egg|Playset;1;0;0;0
201;III Serie;Popolo della Luce;Sommo Luminescente;sommoluminescente_s3_prova.png;;;;;;;sommoluminescente_s3.png;retro_s3.png;;Bustina Edicola|Bustina Giocheria|Blister;1;0;0;0
202;III Serie;Popolo della Luce;Comet;comet_s3_prova.png;;;;;;;comet_s3.png;retro_s3.png;;Bustina Edicola|Bustina Giocheria|Blister;1;0;0;0
203;III Serie;Popolo della Luce;Accecante Guardiano;accecanteguardiano_s3_prova.png;;;;;;;accecanteguardiano_s3.png;retro_s3.png;;Bustina Edicola|Bustina Giocheria|Blister;1;0;0;0
204;III Serie;Popolo della Luce;Prismagon;prismagon_s3_prova.png;;;;;;;prismagon_s3.png;retro_s3.png;;Bustina Giocheria|Blister;1;0;0;0
205;III Serie;Popolo della Luce;Electricante;electricante_s3_prova.png;;;;;;;electricante_s3.png;retro_s3.png;;Bustina Edicola;1;0;0;0
206;III Serie;Popolo della Luce;Solaris;solaris_s3_prova.png;;;;;;;solaris_s3.png;retro_s3.png;;Magic Egg|Playset;1;0;0;0
207;III Serie;Popolo delle Tenebre;Obscurio;obscurio_s3_prova.png;;;;;;;obscurios_s3.png;retro_s3.png;;Bustina Edicola|Bustina Giocheria|Blister;1;0;0;0
208;III Serie;Popolo delle Tenebre;Lunaris;lunaris_s3_prova.png;;;;;;;lunaris_s3.png;retro_s3.png;;Bustina Edicola|Bustina Giocheria|Blister;1;0;0;0
209;III Serie;Popolo delle Tenebre;Ombrassassina;ombrassassina_s3_prova.png;;;;;;;ombrassasina_s3.png;retro_s3.png;;Bustina Edicola|Bustina Giocheria|Blister;1;0;0;0
210;III Serie;Popolo delle Tenebre;Pantanera;pantanera_s3_prova.png;;;;;;;pantanera_s3.png;retro_s3.png;;Bustina Giocheria|Blister;1;0;0;0
211;III Serie;Popolo delle Tenebre;Spiritonero;spiritonero_s3_prova.png;;;;;;;spiritonero_s3.png;retro_s3.png;;Bustina Edicola;1;0;0;0
212;III Serie;Popolo delle Tenebre;Buconero;buconero_s3_prova.png;;;;;;;buconero_s3.png;retro_s3.png;;Magic Egg|Playset;1;0;0;0
214;III Serie;Popolo della Foresta;Grandalbero Magazine;grandalbero_m_s3_prova.png;;;;;;;grandalbero_m_s3.png;retro_m_s3.png;;Magazine 11;0;0;0;0
213;III Serie;Popolo dell'Aria;Devilfenix Magazine;devilfenix_m_s3_prova.png;;;;;;;devilfenix_m_s3.png;retro_m_s3.png;;Magazine 10;0;0;0;0
215;Mythos;Popolo della Terra;Antico Thorg;anticothorg_mythos_prova.png;;;;;;;anticothorg_mythos.png;retro_mythos.png;;Bustina Edicola|Bustina Giocheria|Blister;1;0;0;0
216;Mythos;Popolo della Terra;Rock;rock_mythos_prova.png;;;;;;;rock_mythos.png;retro_mythos.png;;Bustina Giocheria|Blister;1;0;0;0
217;Mythos;Popolo della Terra;Sabis;sabis_mythos_prova.png;;;;;;;sabis_mythos.png;retro_mythos.png;;Bustina Giocheria|Blister;1;0;0;0
218;Mythos;Popolo della Terra;Opale Nero;opalenero_mythos_prova.png;;;;;;;opalenero_mythos.png;retro_mythos.png;;Bustina Giocheria|Blister;1;0;0;0
219;Mythos;Popolo della Terra;Fossil;fossil_mythos_prova.png;;;;;;;fossil_mythos.png;retro_mythos.png;;Bustina Giocheria|Blister;1;0;0;0
220;Mythos;Popolo della Terra;Irpido Roccioso;irpidoroccioso_mythos_prova.png;;;;;;;irpidoroccioso_mythos.png;retro_mythos.png;;Bustina Edicola;1;0;0;0
221;Mythos;Popolo della Foresta;Grandalbero;grandalbero_mythos_prova.png;;;;;;;grandalbero_mythos.png;retro_mythos.png;;Bustina Edicola|Bustina Giocheria|Blister;1;0;0;0
222;Mythos;Popolo della Foresta;Battiquercia;battiquercia_mythos_prova.png;;;;;;;battiquercia_mythos.png;retro_mythos.png;;Bustina Giocheria|Blister;1;0;0;0
223;Mythos;Popolo della Foresta;Paludis;paludis_mythos_prova.png;;;;;;;paludis_mythos.png;retro_mythos.png;;Bustina Giocheria|Blister;1;0;0;0
224;Mythos;Popolo della Foresta;Muschioantico;muschiantico_mythos_prova.png;;;;;;;muschioantico_mythos.png;retro_mythos.png;;Bustina Giocheria|Blister;1;0;0;0
225;Mythos;Popolo della Foresta;Magitronco;magitronco_mythos_prova.png;;;;;;;magitronco_mythos.png;retro_mythos.png;;Bustina Giocheria|Blister;1;0;0;0
226;Mythos;Popolo della Foresta;Ramartiglio;ramartiglio_mythos_prova.png;;;;;;;ramartiglio_mythos.png;retro_mythos.png;;Bustina Edicola;1;0;0;0
227;Mythos;Popolo del Mare;Nobilmantis;nobilmantis_mythos_prova.png;;;;;;;nobilmantis_mythos.png;retro_mythos.png;;Bustina Edicola|Bustina Giocheria|Blister;1;0;0;0
228;Mythos;Popolo del Mare;Linguacida;linguacida_mythos_prova.png;;;;;;;linguacida_mythos.png;retro_mythos.png;;Bustina Giocheria|Blister;1;0;0;0
229;Mythos;Popolo del Mare;Imprevedibile Silente;imprevedibilesilente_mythos_prova.png;;;;;;;imprevedibilesilente_mythos.png;retro_mythos.png;;Bustina Giocheria|Blister;1;0;0;0
230;Mythos;Popolo del Mare;Narvalion;narvalion_mythos_prova.png;;;;;;;narvalion_mythos.png;retro_mythos.png;;Bustina Giocheria|Blister;1;0;0;0
231;Mythos;Popolo del Mare;Tentaclos;tentaclos_mythos_prova.png;;;;;;;tentaclos_mythos.png;retro_mythos.png;;Bustina Giocheria|Blister;1;0;0;0
232;Mythos;Popolo del Mare;Squalis;squalis_mythos_prova.png;;;;;;;squalis_mythos.png;retro_mythos.png;;Bustina Edicola;1;0;0;0
233;Mythos;Popolo dell'Aria;Devilfenix;devilfenix_mythos_prova.png;;;;;;;devilfenix_mythos.png;retro_mythos.png;;Bustina Edicola|Bustina Giocheria|Blister;1;0;0;0
234;Mythos;Popolo dell'Aria;Mistica Falena;misticafalena_mythos_prova.png;;;;;;;misticafalena_mythos.png;retro_mythos.png;;Bustina Giocheria|Blister;1;0;0;0
235;Mythos;Popolo dell'Aria;Beccoduro;beccoduro_mythos_prova.png;;;;;;;beccoduro_mythos.png;retro_mythos.png;;Bustina Giocheria|Blister;1;0;0;0
236;Mythos;Popolo dell'Aria;Dragon;dragon_mythos_prova.png;;;;;;;dragon_mythos.png;retro_mythos.png;;Bustina Giocheria|Blister;1;0;0;0
237;Mythos;Popolo dell'Aria;Magufo;magufo_mythos_prova.png;;;;;;;magufo_mythos.png;retro_mythos.png;;Bustina Giocheria|Blister;1;0;0;0
238;Mythos;Popolo dell'Aria;Crudelion;crudelion_mythos_prova.png;;;;;;;crudelion_mythos.png;retro_mythos.png;;Bustina Edicola;1;0;0;0
239;Mythos;Popolo del Vulcano;Armageddon;armageddon_mythos_prova.png;;;;;;;armageddon_mythos.png;retro_mythos.png;;Bustina Edicola|Bustina Giocheria|Blister;1;0;0;0
240;Mythos;Popolo del Vulcano;Navus;navus_mythos_prova.png;;;;;;;navus_mythos.png;retro_mythos.png;;Bustina Giocheria|Blister;1;0;0;0
241;Mythos;Popolo del Vulcano;Skorpions;skorpios_mythos_prova.png;;;;;;;skorpions_mythos.png;retro_mythos.png;;Bustina Giocheria|Blister;1;0;0;0
242;Mythos;Popolo del Vulcano;Forgius;forgius_mythos_prova.png;;;;;;;forgius_mythos.png;retro_mythos.png;;Bustina Giocheria|Blister;1;0;0;0
243;Mythos;Popolo del Vulcano;Brags;brags_mythos_prova.png;;;;;;;brags_mythos.png;retro_mythos.png;;Bustina Giocheria|Blister;1;0;0;0
244;Mythos;Popolo del Vulcano;Sentinel;sentinel_mythos_prova.png;;;;;;;sentinel_mythos.png;retro_mythos.png;;Bustina Edicola;1;0;0;0
245;Mythos;Popolo della Luce;Sommo Luminescente;sommoluminescente_mythos_prova.png;;;;;;;sommoluminescente_mythos.png;retro_mythos.png;;Bustina Edicola|Bustina Giocheria|Blister;1;0;0;0
246;Mythos;Popolo della Luce;Comet;comet_mythos_prova.png;;;;;;;comet_mythos.png;retro_mythos.png;;Bustina Giocheria|Blister;1;0;0;0
247;Mythos;Popolo della Luce;Accecante Guardiano;accecanteguardiano_mythos_prova.png;;;;;;;accecanteguardiano_mythos.png;retro_mythos.png;;Bustina Giocheria|Blister;1;0;0;0
248;Mythos;Popolo della Luce;Prismagon;prismagon_mythos_prova.png;;;;;;;prismagon_mythos.png;retro_mythos.png;;Bustina Giocheria|Blister;1;0;0;0
249;Mythos;Popolo della Luce;Solaris;solaris_mythos_prova.png;;;;;;;solaris_mythons.png;retro_mythos.png;;Bustina Giocheria|Blister;1;0;0;0
250;Mythos;Popolo della Luce;Electricante;electricante_mythos_prova.png;;;;;;;electricante_mythos.png;retro_mythos.png;;Bustina Edicola;1;0;0;0
251;Mythos;Popolo delle Tenebre;Obscurio;obscurio_mythos_prova.png;;;;;;;obscurios_mythos.png;retro_mythos.png;;Bustina Edicola|Bustina Giocheria|Blister;1;0;0;0
252;Mythos;Popolo delle Tenebre;Lunaris;lunaris_mythos_prova.png;;;;;;;lunaris_mythos.png;retro_mythos.png;;Bustina Giocheria|Blister;1;0;0;0
253;Mythos;Popolo delle Tenebre;Ombrassassina;ombrassassina_mythos_prova.png;;;;;;;ombrassasina_mythos.png;retro_mythos.png;;Bustina Giocheria|Blister;1;0;0;0
254;Mythos;Popolo delle Tenebre;Pantanera;pantanera_mythos_prova.png;;;;;;;pantanera_mythos.png;retro_mythos.png;;Bustina Giocheria|Blister;1;0;0;0
255;Mythos;Popolo delle Tenebre;Buconero;buconero_mythos_prova.png;;;;;;;buconero_mythos.png;retro_mythos.png;;Bustina Giocheria|Blister;1;0;0;0
256;Mythos;Popolo delle Tenebre;Spiritonero;spiritonero_mythos_provawebp.png;;;;;;;spiritonero_mythos.png;retro_mythos.png;;Bustina Edicola;1;0;0;0
261;Mythos;Popolo della Terra;Schienacciaio;schienacciaio_mythos_prova.png;;;;;;;schienacciaio_mythos.png;retro_m_mythos.png;;Magazine 17;0;0;0;0
263;Mythos;Popolo della Terra;Gravitus;gravitus_mythos_prova.png;;;;;;;gravitus_mythos.png;retro_m_mythos.png;;Magazine 19;0;0;0;0
259;Mythos;Popolo della Foresta;Picchiatore;picchiatore_mythos_prova.png;;;;;;;picchiatore_mythos.png;retro_m_mythos.png;;Magazine 15;0;0;0;0
260;Mythos;Popolo del Mare;Mantra;mantra_mythos_prova.png;;;;;;;mantra_mythos.png;retro_m_mythos.png;;Magazine 16;0;0;0;0
258;Mythos;Popolo dell'Aria;Pungolo;pungolo_mythos_prova.png;;;;;;;pungolo_mythos.png;retro_m_mythos.png;;Magazine 14;0;0;0;0
257;Mythos;Popolo del Magma;Strappapensieri;strappapensieri_mythos_prova.png;;;;;;;strappapensieri_mythos.png;retro_m_mythos.png;;Magazine 13;0;0;0;0
264;Mythos;Popolo della Lava;Mastodontico;mastodontico_mythos_prova.png;;;;;;;mastodontico_mythos.png;retro_m_mythos.png;;Magazine 20;0;0;0;0
262;Mythos;Popolo della Lava;Malvagius;malvagius_mythos_prova.png;;;;;;;malvagius_mythos.png;retro_m_mythos.png;;Magazine 18;0;0;0;0
265;Energheia;Popolo della Terra;Gheos;gheos_en_prova.png;;;;;;;gheos_en.png;retro_en.png;;Blister Giocheria;1;0;0;0
266;Energheia;Popolo della Terra;Trematerra;trematerra_en_prova.png;;;;;;;trematerra_en.png;retro_en.png;;Blister Giocheria;1;0;0;0
267;Energheia;Popolo della Terra;Schienacciaio;schienacciaio_en_prova.png;;;;;;;schienacciaio_en.png;retro_en.png;;Blister Giocheria;1;0;0;0
268;Energheia;Popolo della Terra;Furia Cieca;furiacieca_en_prova.png;;;;;;;furiacieca_en.png;retro_en.png;;Blister Giocheria;1;0;0;0
269;Energheia;Popolo della Terra;Gravitus;gravitus_en_prova.png;;;;;;;gravitus_en.png;retro_en.png;;Blister Giocheria;1;0;0;0
270;Energheia;Popolo della Terra;Talps;talps_en_prova.png;;;;;;;talps_en.png;retro_en.png;;Blister Giocheria;1;0;0;0
271;Energheia;Popolo della Terra;Scovanascondigli;scovanascondigli_en_prova.png;;;;;;;scovanascondigli_en.png;retro_en.png;;Blister Giocheria;1;0;0;0
272;Energheia;Popolo della Foresta;Tasarau;tasarau_en_prova.png;;;;;;;tasarau_en.png;retro_en.png;;Bustina Edicola|Bustina Giocheria;1;0;0;0
273;Energheia;Popolo della Foresta;Mimeticus;mimeticus_en_prova.png;;;;;;;mimeticus_en.png;retro_en.png;;Bustina Edicola|Bustina Giocheria;1;0;0;0
274;Energheia;Popolo della Foresta;Saggio Distruttore;saggiodistruttore_en_prova.png;;;;;;;saggiodistruttore_en.png;retro_en.png;;Bustina Edicola|Bustina Giocheria;1;0;0;0
275;Energheia;Popolo della Foresta;Florus;florus_en_prova.png;;;;;;;florus_en.png;retro_en.png;;Bustina Edicola|Bustina Giocheria;1;0;0;0
276;Energheia;Popolo della Foresta;Frusta Letale;frustaletale_en_prova.png;;;;;;;frustaletale_en.png;retro_en.png;;Bustina Edicola|Bustina Giocheria;1;0;0;0
277;Energheia;Popolo della Foresta;Strapparami;strapparami_en_prova.png;;;;;;;strapparami_en.png;retro_en.png;;Bustina Edicola|Bustina Giocheria;1;0;0;0
278;Energheia;Popolo della Foresta;Picchiatore;picchiatore_en_prova.png;;;;;;;picchiatore_en.png;retro_en.png;;Bustina Edicola|Bustina Giocheria;1;0;0;0
279;Energheia;Popolo del Mare;Poivrons;poivrons_en_prova.png;;;;;;;poivrons_en.png;retro_en.png;;Bustina Edicola;1;0;0;0
280;Energheia;Popolo del Mare;Medusantica;medusantica_en_prova.png;;;;;;;medusantica_en.png;retro_en.png;;Bustina Edicola;1;0;0;0
281;Energheia;Popolo del Mare;Martello;martello_en_prova.png;;;;;;;martello_en.png;retro_en.png;;Bustina Edicola;1;0;0;0
282;Energheia;Popolo del Mare;Mantra;mantra_en_prova.png;;;;;;;mantra_en.png;retro_en.png;;Bustina Edicola;1;0;0;0
283;Energheia;Popolo del Mare;Tenaglia;tenaglia_en_prova.png;;;;;;;tenaglia_en.png;retro_en.png;;Bustina Edicola;1;0;0;0
284;Energheia;Popolo del Mare;Grankios;grankios_en_prova.png;;;;;;;grankios_en.png;retro_en.png;;Bustina Edicola;1;0;0;0
285;Energheia;Popolo del Mare;Delos;delos_en_prova.png;;;;;;;delos_en.png;retro_en.png;;Bustina Edicola;1;0;0;0
286;Energheia;Popolo dell'Aria;Noctis;noctis_en_prova.png;;;;;;;noctis_en.png;retro_en.png;;Bustina Giocheria;1;0;0;0
287;Energheia;Popolo dell'Aria;Magica Vedetta;magicavedetta_en_prova.png;;;;;;;magicavedetta_en.png;retro_en.png;;Bustina Giocheria;1;0;0;0
288;Energheia;Popolo dell'Aria;Pungolo;pungolo_en_prova.png;;;;;;;pungolo_en.png;retro_en.png;;Bustina Giocheria;1;0;0;0
289;Energheia;Popolo dell'Aria;Aquila Solitaria;aquilasolitaria_en_prova.png;;;;;;;aquilasolitaria_en.png;retro_en.png;;Bustina Giocheria;1;0;0;0
290;Energheia;Popolo dell'Aria;Severo Guardiano;severoguardiano_en_prova.png;;;;;;;severoguardiano_en.png;retro_en.png;;Bustina Giocheria;1;0;0;0
291;Energheia;Popolo dell'Aria;Alos;alos_en_prova.png;;;;;;;alos_en.png;retro_en.png;;Bustina Giocheria;1;0;0;0
292;Energheia;Popolo dell'Aria;Becco D'Acciaio;beccodacciaio_en_prova.png;;;;;;;beccodacciaio_en.png;retro_en.png;;Bustina Giocheria;1;0;0;0
293;Energheia;Popolo del Magma;Magmion;magmion_en_prova.png;;;;;;;magmion_en.png;retro_en.png;;Isola di Gorm;1;0;0;0
294;Energheia;Popolo del Magma;Electricon;electricon_en_prova.png;;;;;;;electricon_en.png;retro_en.png;;Isola di Gorm;1;0;0;0
295;Energheia;Popolo del Magma;Strappapensieri;strappapensieri_en_prova.png;;;;;;;strappapensieri_en.png;retro_en.png;;Isola di Gorm;1;0;0;0
296;Energheia;Popolo del Magma;Maglio Infuocato;maglioinfuocato_en_prova.png;;;;;;;maglioinfuocato_en.png;retro_en.png;;Isola di Gorm;1;0;0;0
297;Energheia;Popolo del Magma;Insecticus;insecticus_en_prova.png;;;;;;;insecticus_en.png;retro_en.png;;Isola di Gorm;1;0;0;0
298;Energheia;Popolo del Magma;Aracno;aracno_en_prova.png;;;;;;;aracno_en.png;retro_en.png;;Isola di Gorm;1;0;0;0
299;Energheia;Popolo del Magma;Guardiano Urlante;guardianourlante_en_prova.png;;;;;;;guardianourlante_en.png;retro_en.png;;Isola di Gorm;1;0;0;0
300;Energheia;Popolo della Lava;Lavion;lavion_en_prova.png;;;;;;;lavion_en.png;retro_en.png;;Bustina Giocheria;1;0;0;0
301;Energheia;Popolo della Lava;Anonimo Multiforme;anonimomultiforme_en_prova.png;;;;;;;anonimomultiforme_en.png;retro_en.png;;Bustina Giocheria;1;0;0;0
302;Energheia;Popolo della Lava;Mastodontico;mastodontico_en_prova.png;;;;;;;mastodontico_en.png;retro_en.png;;Bustina Giocheria;1;0;0;0
303;Energheia;Popolo della Lava;Sparafuoco;sparafuoco_en_prova.png;;;;;;;sparafuoco_en.png;retro_en.png;;Bustina Giocheria;1;0;0;0
304;Energheia;Popolo della Lava;Malvagius;malvagius_en_prova.png;;;;;;;malvagius_en.png;retro_en.png;;Bustina Giocheria;1;0;0;0
305;Energheia;Popolo della Lava;Lavor;lavor_en_prova.png;;;;;;;lavor_en.png;retro_en.png;;Bustina Giocheria;1;0;0;0
306;Energheia;Popolo della Lava;Angelo Infuocato;angeloinfuocato_en_prova.png;;;;;;;angeloinfuocato_en.png;retro_en.png;;Bustina Giocheria;1;0;0;0
308;Energheia;Popolo della Terra;Schienacciaio Magazine;schienacciaio_en_prova.png;;;;;;;schienacciaio_m_en.png;retro_m_en.png;;Magazine 9;0;0;0;0
307;Energheia;Popolo della Foresta;Picchiatore Magazine;picchiatore_en_prova.png;;;;;;;picchiatore_m_en.png;retro_m_en.png;;Magazine 8;0;0;0;0
309;Final Evolution;Popolo della Terra;Gheos;gheos_fe_prova.png;;;;;;;gheos_fe.png;retro_fe.png;;Blister Giocheria;1;0;0;0
310;Final Evolution;Popolo della Terra;Trematerra;trematerra_fe_prova.png;;;;;;;trematerra_fe.png;retro_fe.png;;Blister Giocheria;1;0;0;0
311;Final Evolution;Popolo della Terra;Schienacciaio;schienacciaio_fe_prova.png;;;;;;;schienacciaio_fe.png;retro_fe.png;;Blister Giocheria;1;0;0;0
312;Final Evolution;Popolo della Terra;Furia Cieca;furiacieca_fe_prova.png;;;;;;;furiacieca_fe.png;retro_fe.png;;Blister Giocheria;1;0;0;0
313;Final Evolution;Popolo della Terra;Gravitus;gravitus_fe_prova.png;;;;;;;gravitus_fe.png;retro_fe.png;;Blister Giocheria;1;0;0;0
314;Final Evolution;Popolo della Terra;Talps;talps_fe_prova.png;;;;;;;talps_fe.png;retro_fe.png;;Blister Giocheria;1;0;0;0
315;Final Evolution;Popolo della Terra;Scovanascondigli;scovanascondigli_fe_prova.png;;;;;;;scovanascondigli_fe.png;retro_fe.png;;Blister Giocheria;1;0;0;0
316;Final Evolution;Popolo della Foresta;Tasarau;tasarau_fe_prova.png;;;;;;;tasarau_fe.png;retro_fe.png;;Bustina Edicola|Bustina Giocheria|Blister;1;0;0;0
317;Final Evolution;Popolo della Foresta;Mimeticus;mimeticus_fe_prova.png;;;;;;;mimeticus_fe.png;retro_fe.png;;Bustina Edicola|Bustina Giocheria|Blister;1;0;0;0
318;Final Evolution;Popolo della Foresta;Saggio Distruttore;saggiodistruttore_fe_prova.png;;;;;;;saggiodistruttore_fe.png;retro_fe.png;;Bustina Edicola|Bustina Giocheria|Blister;1;0;0;0
319;Final Evolution;Popolo della Foresta;Florus;florus_fe_prova.png;;;;;;;florus_fe.png;retro_fe.png;;Bustina Edicola|Bustina Giocheria|Blister;1;0;0;0
320;Final Evolution;Popolo della Foresta;Frusta Letale;frustaletale_fe_prova.png;;;;;;;frustaletale_fe.png;retro_fe.png;;Bustina Edicola|Bustina Giocheria|Blister;1;0;0;0
321;Final Evolution;Popolo della Foresta;Strapparami;strapparami_fe_prova.png;;;;;;;strapparami_fe.png;retro_fe.png;;Bustina Edicola|Bustina Giocheria|Blister;1;0;0;0
322;Final Evolution;Popolo della Foresta;Picchiatore;picchiatore_fe_prova.png;;;;;;;picchiatore_fe.png;retro_fe.png;;Bustina Edicola|Bustina Giocheria|Blister;1;0;0;0
323;Final Evolution;Popolo del Mare;Poivrons;poivrons_fe_prova.png;;;;;;;poivrons_fe.png;retro_fe.png;;Bustina Giocheria|Blister;1;0;0;0
324;Final Evolution;Popolo del Mare;Medusantica;medusantica_fe_prova.png;;;;;;;medusantica_fe.png;retro_fe.png;;Bustina Giocheria|Blister;1;0;0;0
325;Final Evolution;Popolo del Mare;Martello;martello_fe_prova.png;;;;;;;martello_fe.png;retro_fe.png;;Bustina Giocheria|Blister;1;0;0;0
326;Final Evolution;Popolo del Mare;Mantra;mantra_fe_prova.png;;;;;;;mantra_fe.png;retro_fe.png;;Bustina Giocheria|Blister;1;0;0;0
327;Final Evolution;Popolo del Mare;Tenaglia;tenaglia_fe_prova.png;;;;;;;tenaglia_fe.png;retro_fe.png;;Bustina Giocheria|Blister;1;0;0;0
328;Final Evolution;Popolo del Mare;Grankios;grankios_fe_prova.png;;;;;;;grankios_fe.png;retro_fe.png;;Bustina Giocheria|Blister;1;0;0;0
329;Final Evolution;Popolo del Mare;Delos;delos_fe_prova.png;;;;;;;delos_fe.png;retro_fe.png;;Bustina Giocheria|Blister;1;0;0;0
330;Final Evolution;Popolo dell'Aria;Noctis;noctis_fe_prova.png;;;;;;;noctis_fe.png;retro_fe.png;;Bustina Giocheria|Blister;1;0;0;0
331;Final Evolution;Popolo dell'Aria;Magica Vedetta;magicavedetta_fe_prova.png;;;;;;;magicavedetta_fe.png;retro_fe.png;;Bustina Giocheria|Blister;1;0;0;0
332;Final Evolution;Popolo dell'Aria;Pungolo;pungolo_fe_prova.png;;;;;;;pungolo_fe.png;retro_fe.png;;Bustina Giocheria|Blister;1;0;0;0
333;Final Evolution;Popolo dell'Aria;Aquila Solitaria;aquilasolitaria_fe_prova.png;;;;;;;aquilasolitaria_fe.png;retro_fe.png;;Bustina Giocheria|Blister;1;0;0;0
334;Final Evolution;Popolo dell'Aria;Severo Guardiano;severoguardiano_fe_prova.png;;;;;;;severoguardiano_fe.png;retro_fe.png;;Bustina Giocheria|Blister;1;0;0;0
335;Final Evolution;Popolo dell'Aria;Alos;alos_fe_prova.png;;;;;;;alos_fe.png;retro_fe.png;;Bustina Giocheria|Blister;1;0;0;0
336;Final Evolution;Popolo dell'Aria;Becco D'Acciaio;beccodacciaio_fe_prova.png;;;;;;;beccodacciaio_fe.png;retro_fe.png;;Bustina Giocheria|Blister;1;0;0;0
337;Final Evolution;Popolo del Magma;Magmion;magmion_fe_prova.png;;;;;;;magmion_fe.png;retro_fe.png;;Bustina Giocheria|Blister;1;0;0;0
338;Final Evolution;Popolo del Magma;Electricon;electricon_fe_prova.png;;;;;;;electricon_fe.png;retro_fe.png;;Bustina Giocheria|Blister;1;0;0;0
339;Final Evolution;Popolo del Magma;Strappapensieri;strappapensieri_fe_prova.png;;;;;;;strappapensieri_fe.png;retro_fe.png;;Bustina Giocheria|Blister;1;0;0;0
340;Final Evolution;Popolo del Magma;Maglio Infuocato;maglioinfuocato_fe_prova.png;;;;;;;maglioinfuocato_fe.png;retro_fe.png;;Bustina Giocheria|Blister;1;0;0;0
341;Final Evolution;Popolo del Magma;Insecticus;insecticus_fe_prova.png;;;;;;;insecticus_fe.png;retro_fe.png;;Bustina Giocheria|Blister;1;0;0;0
342;Final Evolution;Popolo del Magma;Aracno;aracno_fe_prova.png;;;;;;;aracno_fe.png;retro_fe.png;;Bustina Giocheria|Blister;1;0;0;0
343;Final Evolution;Popolo del Magma;Guardiano Urlante;guardianourlante_fe_prova.png;;;;;;;guardianourlante_fe.png;retro_fe.png;;Bustina Giocheria|Blister;1;0;0;0
344;Final Evolution;Popolo della Lava;Lavion;lavion_fe_prova.png;;;;;;;lavion_fe.png;retro_fe.png;;Bustina Edicola;1;0;0;0
345;Final Evolution;Popolo della Lava;Anonimo Multiforme;anonimomultiforme_fe_prova.png;;;;;;;anonimomultiforme_fe.png;retro_fe.png;;Bustina Edicola;1;0;0;0
346;Final Evolution;Popolo della Lava;Mastodontico;mastodontico_fe_prova.png;;;;;;;mastodontico_fe.png;retro_fe.png;;Bustina Edicola;1;0;0;0
347;Final Evolution;Popolo della Lava;Sparafuoco;sparafuoco_fe_prova.png;;;;;;;sparafuoco_fe.png;retro_fe.png;;Bustina Edicola;1;0;0;0
348;Final Evolution;Popolo della Lava;Malvagius;malvagius_fe_prova.png;;;;;;;malvagius_fe.png;retro_fe.png;;Bustina Edicola;1;0;0;0
349;Final Evolution;Popolo della Lava;Lavor;lavor_fe_prova.png;;;;;;;lavor_fe.png;retro_fe.png;;Bustina Edicola;1;0;0;0
350;Final Evolution;Popolo della Lava;Angelo Infuocato;angeloinfuocato_fe_prova.png;;;;;;;angeloinfuocato_fe.png;retro_fe.png;;Bustina Edicola;1;0;0;0
351;Final Evolution;Popolo del Diamante;Antico Thorg;anticothorg_fe_prova.png;;;;;;;anticothorg_fe.png;retro_fe.png;;Bustina Edicola|Bustina Giocheria|Blister;1;0;0;0
352;Final Evolution;Popolo del Diamante;Rock;rock_fe_prova.png;;;;;;;rock_fe.png;retro_fe.png;;Bustina Giocheria|Blister;1;0;0;0
353;Final Evolution;Popolo del Diamante;Opale Nero;opalenero_fe_prova.png;;;;;;;opalenero_fe.png;retro_fe.png;;Bustina Giocheria|Blister;1;0;0;0
